intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp
115000,0.00027170381921064136,0.0023600878363125165,0.0023600878363125165,0.00030695889153140455,/dev/fd/63,"GCA_011764055.1 Rhizopus oryzae strain=GL1, ASM1176405v1",61b12e2d,48727000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
110000,0.00025851209836620355,0.0021577512308989977,0.0021577512308989977,0.0002936128527691696,/dev/fd/63,"GCA_011764185.1 Rhizopus oryzae strain=GL21, ASM1176418v1",2b721c99,50979000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
302000,0.0002778659526799803,0.0008061007412389928,0.0004238513208161524,0.0008061007412389928,/dev/fd/63,"GCA_011319295.1 Geoglossum glabrum, ASM1131929v1",db491cf4,712514000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
211000,0.00022413879183879852,0.0005632028357663162,0.0003721675141855793,0.0005632028357663162,/dev/fd/63,"GCA_011319245.1 Chaetosphaerella phaeostroma, ASM1131924v1",5f7b002c,566949000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
255000,0.0002486701025398482,0.000680647976873984,0.00039166475954087676,0.000680647976873984,/dev/fd/63,"GCA_011319275.1 Echinosphaeria canescens, ASM1131927v1",33fcfdfd,651067000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
398000,0.00038973222067069195,0.0010623446854739044,0.0006151763067473093,0.0010623446854739044,/dev/fd/63,"GCA_011763415.1 Geoglossum cookeanum, ASM1176341v1",5be18c02,646969000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
297000,0.0002291267109284955,0.0007927547024767579,0.00032216774417494686,0.0007927547024767579,/dev/fd/63,"GCA_011319215.1 Scortechinia acanthostroma, ASM1131921v1",5f26c1a1,921880000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
306000,0.00022008862523006814,0.0008167775722487809,0.00030117754514710456,0.0008167775722487809,/dev/fd/63,"GCA_011763435.1 Tympanopsis confertula, ASM1176343v1",15d102c6,1016012000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
136000,0.0003585259311788385,0.028192371475953566,0.028192371475953566,0.0003630122543327915,/dev/fd/63,"GCA_006100535.1 Salmonella enterica strain=CFSAN046792, PDT000152965.2",39b8f3a8,4824000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
109000,0.0002875101881477222,0.02378354789439232,0.02378354789439232,0.0002909436450167226,/dev/fd/63,"GCA_002549355.1 Escherichia coli strain=MOD1-EC5819, ASM254935v1",ecda7899,4583000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
102000,0.0002681881523939737,0.01761962342373467,0.01761962342373467,0.0002722591907495936,/dev/fd/63,"GCA_003009255.1 Escherichia coli strain=XF1-3f, ASM300925v1",8fe9680c,5789000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
104000,0.00027376850240732015,0.019461077844311378,0.019461077844311378,0.0002775976062544876,/dev/fd/63,"GCA_003009545.1 Escherichia coli strain=Eqsg1-4g, ASM300954v1",7ce83b93,5344000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.0002954841058571809,0.024844720496894408,0.024844720496894408,0.0002989512682740636,/dev/fd/63,"GCA_003052645.1 Escherichia coli strain=J53, ASM305264v1",81b0f1bf,4508000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
117000,0.0003086037132675858,0.025429254509889154,0.025429254509889154,0.0003122973070362986,/dev/fd/63,"GCA_003114695.1 Escherichia coli strain=ME8162, ME8162_clc_PE_A1",4a1a9eb5,4601000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
100000,0.00026361505874661584,0.020842017507294707,0.020842017507294707,0.0002669207752446996,/dev/fd/63,"GCA_003144955.1 Escherichia coli strain=Win2012_WWKa_OUT_29, ASM314495v1",53716480,4798000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002927215189873418,0.02377892030848329,0.02377892030848329,0.00029628206052161656,/dev/fd/63,"GCA_003171835.1 Escherichia coli strain=WCHEC050622C1G0M9, ASM317183v1",56d94301,4668000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002927199751056165,0.023768736616702354,0.023768736616702354,0.00029628206052161656,/dev/fd/63,"GCA_003171845.1 Escherichia coli strain=WCHEC050622C2G1000M9, ASM317184v1",d9543c8b,4670000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002927215189873418,0.02377892030848329,0.02377892030848329,0.00029628206052161656,/dev/fd/63,"GCA_003171875.1 Escherichia coli strain=WCHEC050622C2G1000, ASM317187v1",2ae3eeb7,4668000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029282654116455267,0.024492497793468668,0.024492497793468668,0.00029628206052161656,/dev/fd/63,"GCA_003171895.1 Escherichia coli strain=WCHEC050618C2G1000M9, ASM317189v1",b4b7a95c,4532000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029272074704444345,0.02377382737202827,0.02377382737202827,0.00029628206052161656,/dev/fd/63,"GCA_003171905.1 Escherichia coli strain=WCHEC050622C1G1000M9, ASM317190v1",43830944,4669000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029282654116455267,0.024492497793468668,0.024492497793468668,0.00029628206052161656,/dev/fd/63,"GCA_003171935.1 Escherichia coli strain=WCHEC050618C2G1000, ASM317193v1",57fd8c45,4532000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029282731366553843,0.02449790333259766,0.02449790333259766,0.00029628206052161656,/dev/fd/63,"GCA_003171955.1 Escherichia coli strain=WCHEC050618C2G0M9, ASM317195v1",fbbdf5b5,4531000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928288586797376,0.02450872157209097,0.02450872157209097,0.00029628206052161656,/dev/fd/63,"GCA_003171975.1 Escherichia coli strain=WCHEC050618C2G0, ASM317197v1",57cfb824,4529000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029282731366553843,0.02449790333259766,0.02449790333259766,0.00029628206052161656,/dev/fd/63,"GCA_003171955.1 Escherichia coli strain=WCHEC050618C2G0M9, ASM317195v1",fbbdf5b5,4531000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029282731366553843,0.02449790333259766,0.02449790333259766,0.00029628206052161656,/dev/fd/63,"GCA_003171955.1 Escherichia coli strain=WCHEC050618C2G0M9, ASM317195v1",fbbdf5b5,4531000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928280861706001,0.024503311258278145,0.024503311258278145,0.00029628206052161656,/dev/fd/63,"GCA_003172035.1 Escherichia coli strain=WCHEC050618C1G0M9, ASM317203v1",e5ea9ecb,4530000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029282731366553843,0.02449790333259766,0.02449790333259766,0.00029628206052161656,/dev/fd/63,"GCA_003171955.1 Escherichia coli strain=WCHEC050618C2G0M9, ASM317195v1",fbbdf5b5,4531000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928110920007175,0.024384885764499122,0.024384885764499122,0.00029628206052161656,/dev/fd/63,"GCA_003172115.1 Escherichia coli strain=WCHEC050604C4G1000, ASM317211v1",31a07daa,4552000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002927902382151929,0.02424110067700371,0.02424110067700371,0.00029628206052161656,/dev/fd/63,"GCA_003172135.1 Escherichia coli strain=WCHEC050604C3G1000, ASM317213v1",d5caee3f,4579000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
110000,0.00029017621610214205,0.024191774796569167,0.024191774796569167,0.0002936128527691696,/dev/fd/63,"GCA_003172145.1 Escherichia coli strain=WCHEC050604C4G0, ASM317214v1",7cf995b4,4547000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928110920007175,0.024384885764499122,0.024384885764499122,0.00029628206052161656,/dev/fd/63,"GCA_003172155.1 Escherichia coli strain=WCHEC050604C3G0, ASM317215v1",bfcf61a5,4552000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029281186442019295,0.024390243902439025,0.024390243902439025,0.00029628206052161656,/dev/fd/63,"GCA_003172195.1 Escherichia coli strain=WCHEC050604C2G1000M9, ASM317219v1",f1b268f4,4551000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928110920007175,0.024384885764499122,0.024384885764499122,0.00029628206052161656,/dev/fd/63,"GCA_003172215.1 Escherichia coli strain=WCHEC050604C2G0M9, ASM317221v1",afd8044f,4552000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029272229093431156,0.023784015427469468,0.023784015427469468,0.00029628206052161656,/dev/fd/63,"GCA_003172225.1 Escherichia coli strain=WCHEC050604C2G1000, ASM317222v1",265a9505,4667000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029272074704444345,0.02377382737202827,0.02377382737202827,0.00029628206052161656,/dev/fd/63,"GCA_003172235.1 Escherichia coli strain=WCHEC050622C2G0M9, ASM317223v1",e8526118,4669000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002927215189873418,0.02377892030848329,0.02377892030848329,0.00029628206052161656,/dev/fd/63,"GCA_003172275.1 Escherichia coli strain=WCHEC050622C2G0, ASM317227v1",752f4376,4668000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029272229093431156,0.023784015427469468,0.023784015427469468,0.00029628206052161656,/dev/fd/63,"GCA_003172285.1 Escherichia coli strain=WCHEC050622C1G1000, ASM317228v1",68d4a14a,4667000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002927215189873418,0.02377892030848329,0.02377892030848329,0.00029628206052161656,/dev/fd/63,"GCA_003171835.1 Escherichia coli strain=WCHEC050622C1G0M9, ASM317183v1",56d94301,4668000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029281186442019295,0.024390243902439025,0.024390243902439025,0.00029628206052161656,/dev/fd/63,"GCA_003172435.1 Escherichia coli strain=WCHEC050604C1G0, ASM317243v1",d64fb014,4551000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029285126321788136,0.024666666666666667,0.024666666666666667,0.00029628206052161656,/dev/fd/63,"GCA_003172455.1 Escherichia coli strain=WCHEC035053S1G0M9, ASM317245v1",e8d7a43c,4500000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.00029548332629801604,0.024839210467952982,0.024839210467952982,0.0002989512682740636,/dev/fd/63,"GCA_003172465.2 Escherichia coli strain=WCHEC035053S1G0, ASM317246v2",04d0b2a5,4509000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.0002952504224453589,0.02329450915141431,0.02329450915141431,0.0002989512682740636,/dev/fd/63,"GCA_003172475.1 Escherichia coli strain=WCHEC025943C2G1000LB, ASM317247v1",366363e3,4808000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928126368437436,0.024395604395604394,0.024395604395604394,0.00029628206052161656,/dev/fd/63,"GCA_003172515.1 Escherichia coli strain=WCHEC050604C2G0, ASM317251v1",a91e3cd8,4550000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928110920007175,0.024384885764499122,0.024384885764499122,0.00029628206052161656,/dev/fd/63,"GCA_003172115.1 Escherichia coli strain=WCHEC050604C4G1000, ASM317211v1",31a07daa,4552000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928504905905291,0.024661186403021552,0.024661186403021552,0.00029628206052161656,/dev/fd/63,"GCA_003172555.1 Escherichia coli strain=WCHEC035053S1G1000M9, ASM317255v1",f33cfabd,4501000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928126368437436,0.024395604395604394,0.024395604395604394,0.00029628206052161656,/dev/fd/63,"GCA_003172575.1 Escherichia coli strain=WCHEC050604C1G1000, ASM317257v1",93511fb1,4550000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029286053506411274,0.024732620320855617,0.024732620320855617,0.00029628206052161656,/dev/fd/63,"GCA_003172595.1 Escherichia coli strain=WCHEC035053S1G1000, ASM317259v1",8dd4f31a,4488000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029261580072600354,0.023100936524453695,0.023100936524453695,0.00029628206052161656,/dev/fd/63,"GCA_003172615.1 Escherichia coli strain=WCHEC025943C3G1000M9, ASM317261v1",84392316,4805000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.00029525120077608885,0.023299355107135426,0.023299355107135426,0.0002989512682740636,/dev/fd/63,"GCA_003172635.1 Escherichia coli strain=WCHEC025943C2G1000M9, ASM317263v1",3d22446d,4807000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.0002952504224453589,0.02329450915141431,0.02329450915141431,0.0002989512682740636,/dev/fd/63,"GCA_003172645.1 Escherichia coli strain=WCHEC025943C1G1000LB, ASM317264v1",cbc4ffb3,4808000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.00029525120077608885,0.023299355107135426,0.023299355107135426,0.0002989512682740636,/dev/fd/63,"GCA_003172655.1 Escherichia coli strain=WCHEC025943C1G0, ASM317265v1",9e9c5adc,4807000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928110920007175,0.024384885764499122,0.024384885764499122,0.00029628206052161656,/dev/fd/63,"GCA_003172695.1 Escherichia coli strain=WCHEC050604C1G0M9, ASM317269v1",065209a4,4552000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029285126321788136,0.024666666666666667,0.024666666666666667,0.00029628206052161656,/dev/fd/63,"GCA_003172455.1 Escherichia coli strain=WCHEC035053S1G0M9, ASM317245v1",e8d7a43c,4500000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029285126321788136,0.024666666666666667,0.024666666666666667,0.00029628206052161656,/dev/fd/63,"GCA_003172725.1 Escherichia coli strain=WCHEC035053S2G0M9, ASM317272v1",d765fc45,4500000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.0002952504224453589,0.02329450915141431,0.02329450915141431,0.0002989512682740636,/dev/fd/63,"GCA_003172645.1 Escherichia coli strain=WCHEC025943C1G1000LB, ASM317264v1",cbc4ffb3,4808000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.00029285126321788136,0.024666666666666667,0.024666666666666667,0.00029628206052161656,/dev/fd/63,"GCA_003172455.1 Escherichia coli strain=WCHEC035053S1G0M9, ASM317245v1",e8d7a43c,4500000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002928504905905291,0.024661186403021552,0.024661186403021552,0.00029628206052161656,/dev/fd/63,"GCA_003172785.1 Escherichia coli strain=WCHEC035053S2G0, ASM317278v1",b9b26ac0,4501000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
112000,0.00029524964411873256,0.023289665211062592,0.023289665211062592,0.0002989512682740636,/dev/fd/63,"GCA_003172815.1 Escherichia coli strain=WCHEC025943C1G1000M9, ASM317281v1",d8b4494f,4809000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
111000,0.0002926906444467883,0.023576890399320306,0.023576890399320306,0.00029628206052161656,/dev/fd/63,"GCA_003175255.1 Escherichia coli strain=TUM1134, ASM317525v1",1f618fba,4708000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
113000,0.00029794628002204277,0.023874920769068244,0.023874920769068244,0.0003016204760265106,/dev/fd/63,"GCA_003175295.1 Escherichia coli strain=TUM1136, ASM317529v1",793e6440,4733000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
100000,0.0002638097825943582,0.02213368747233289,0.02213368747233289,0.0002669207752446996,/dev/fd/63,"GCA_003175315.1 Escherichia coli strain=TUM1137, ASM317531v1",3ac3a9ff,4518000,outputs.paper/abundtrim/SRR606249.abundtrim.fq.gz,SRR606249,fa9bf257,374643000
