,genome bp,missed,percent missed,coverage,unique_mapped_coverage,covered_bp,genome_id,sample_id
GCA_003446605,2659334,9492,0.3569314723160009,11.973632871989754,12.016523626691704,2649842.0,GCA_003446605,SRR1976948
GCA_003500195,2512164,10606,0.4221858127096798,13.339578546623548,13.396135128587863,2501558.0,GCA_003500195,SRR1976948
GCA_002503885,2582043,8340,0.32300004298921436,111.45866664497841,111.81984479172615,2573703.0,GCA_002503885,SRR1976948
GCA_003451675,2569411,2083,0.08106916332186637,180.85028008364563,180.99701284759874,2567328.0,GCA_003451675,SRR1976948
GCA_003445665,2541804,5481,0.21563425031985156,188.35526932839826,188.76230551077288,2536323.0,GCA_003445665,SRR1976948
GCA_001508695,2629228,35241,1.340355419917938,32.83117972271709,33.27721264601558,2593987.0,GCA_001508695,SRR1976948
GCA_001509375,2382964,76,0.0031893054196370572,527.1992560525463,527.2160705832586,2382888.0,GCA_001509375,SRR1976948
GCA_002305765,3568523,564996,15.832768907472364,4.647858791998819,5.522171433784347,3003527.0,GCA_002305765,SRR1976948
GCA_001508275,2228088,180,0.00807867552807609,18.119278053649587,18.12074196959659,2227908.0,GCA_001508275,SRR1976948
GCA_003454055,2358604,8979,0.38069129027170306,7.887597494110923,7.917739639304145,2349625.0,GCA_003454055,SRR1976948
GCA_001508575,2118879,624,0.02944953440002945,101.42624095099343,101.45611930574931,2118255.0,GCA_001508575,SRR1976948
GCA_002896535,3205299,227976,7.112472190581908,16.206176085288767,17.447095931479385,2977323.0,GCA_002896535,SRR1976948
GCA_001509005,2173293,1,4.6013123863188255e-05,17.367773236282453,17.36778122774114,2173292.0,GCA_001509005,SRR1976948
GCA_003512065,2087471,30021,1.4381517156406005,48.8903438658549,49.60372062504557,2057450.0,GCA_003512065,SRR1976948
GCA_002435945,2866329,229307,8.000023723724667,38.613316545309345,41.9710070678212,2637022.0,GCA_002435945,SRR1976948
GCA_003513845,2115883,5963,0.281820875728951,59.11050138405574,59.27755791688785,2109920.0,GCA_003513845,SRR1976948
GCA_003485325,2119431,6577,0.31031913754210444,392.8414933064582,394.0643503999803,2112854.0,GCA_003485325,SRR1976948
GCA_011620455,2456450,357311,14.545828329499889,3.2980199067760387,3.8594018785797415,2099139.0,GCA_011620455,SRR1976948
GCA_001508395,1772227,72,0.004062684972071862,21.858083078522107,21.858971139657648,1772155.0,GCA_001508395,SRR1976948
GCA_001508485,1716233,160,0.009322743473642564,13.97129002880145,13.97259265777155,1716073.0,GCA_001508485,SRR1976948
GCA_002452835,2015385,41365,2.052461440369954,81.20069912200398,82.90223553966018,1974020.0,GCA_002452835,SRR1976948
GCA_003445515,1938876,109287,5.636616266331627,31.21274439417477,33.07717798915494,1829589.0,GCA_003445515,SRR1976948
GCA_003445715,1672425,11622,0.6949190546661286,19.272657368790828,19.407523950763576,1660803.0,GCA_003445715,SRR1976948
GCA_001509385,1601429,27,0.0016859941964333105,8.490264007957892,8.490407155729791,1601402.0,GCA_001509385,SRR1976948
GCA_001509095,1333167,4,0.0003000374296693513,84.08887183676164,84.08912413560833,1333163.0,GCA_001509095,SRR1976948
GCA_000013405,3179300,1285261,40.42591136413676,2.0886279998741863,3.505933615939271,1894039.0,GCA_000013405,SRR1976948
GCA_002383685,1977963,378033,19.112238196568896,8.308259052368523,10.271342496234212,1599930.0,GCA_002383685,SRR1976948
GCA_011620695,1762187,124706,7.076774485341226,13.66700355864616,14.70784454903599,1637481.0,GCA_011620695,SRR1976948
GCA_002497965,1555109,58379,3.754013384270813,65.61808979306274,68.17748157650344,1496730.0,GCA_002497965,SRR1976948
GCA_001509035,1127556,46,0.00407961999226646,15.521466783024524,15.522100025720393,1127510.0,GCA_001509035,SRR1976948
GCA_003429665,2927075,1626687,55.57380661581955,1.3697001272601488,3.0830913542727245,1300387.9999999998,GCA_003429665,SRR1976948
GCA_003599805,2259353,1083496,47.956029889972925,1.3435620728589113,2.581590278409704,1175857.0000000002,GCA_003599805,SRR1976948
GCA_012514865,5528940,3817983,69.05452039631466,0.5279270529251539,1.7059908577480325,1710957.0000000005,GCA_012514865,SRR1976948
GCA_003600755,2069766,714203,34.50646111686056,2.0294511553479957,3.0987043759677713,1355563.0,GCA_003600755,SRR1976948
