intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
15784000,0.10850645511665956,0.626946298061646,0.10850645511665956,0.0036323373710877077,2.621515458692347,2.0,7.168766611718411,"GCA_006992865.1 Cryptococcus neoformans AD hybrid strain=CBS 132, ASM699286v1",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,8ee760caa4fa863a3ccfc6d56032ecf3,0.626946298061646,15784000,0,52702000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
11327000,0.07786699297430327,0.9757904712673386,0.07786011851566689,0.007354390262337135,7.396962740596857,6.0,14.995935806813787,"GCA_012275245.1 Saccharomyces cerevisiae strain=FDAARGOS_613, ASM1227524v1",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,600790316485b4b59aa888889852952c,0.9758766261738606,11326000,1,41376000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
7395000,0.05083662161604774,0.6765782250686185,0.05083662161604774,0.29966976436859455,461.6236646382691,419.0,216.4998984735058,"GCA_000780515.1 Escherichia coli strain=blood-2011-0167, ASM78051v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,2aff86d3dce82c19adaf5f4309d1a958,0.6765782250686185,7395000,2,33981000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
4695000,0.0322755832978153,0.9838160136286201,0.03175999890008662,0.2465234138634005,607.854329004329,589.0,259.01203191370263,"GCA_006370495.1 Salmonella enterica strain=FDAARGOS_609, ASM637049v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,c9a5e6546cc2b76efa755bdbd0462f68,0.9997870528109029,4620000,3,29361000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
3966000,0.02726410295189254,0.9977358490566037,0.02726410295189254,0.027902667965756762,80.14498234997478,77.0,53.0332525756871,"GCA_005153965.1 Bacillus subtilis strain=NRS 231, ASM515396v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,9a16673357f0dffc8a00c5f05d27ec14,0.9977358490566037,3966000,4,25395000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
5222000,0.035898422999188814,0.43261163734776725,0.021977644260514486,0.13304100587425974,474.0522364716922,487.0,159.96782429497563,"GCA_900143315.1 Escherichia coli, Hp_23-13_05",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,6635427eeb83ff327943230742f0ca5c,0.7066305818673884,3197000,5,22198000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
2814000,0.01934472660278003,0.9996447602131439,0.01934472660278003,0.016934462812521863,68.55366027007818,62.0,50.44818109294007,"GCA_005154665.1 Listeria monocytogenes strain=Li 2108, ASM515466v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,2a5dc9e51dfd26eb431807bf36c06d87,0.9996447602131439,2814000,6,19384000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
2714000,0.01865728073914179,0.9981597350018403,0.01864353182186903,0.04589001526831744,192.75774336283186,177.0,214.236074950618,"GCA_006370485.1 Staphylococcus aureus strain=FDAARGOS_612, ASM637048v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,1b4ca5bc219cbbca4f200247afb17164,0.9988958410011042,2712000,7,16672000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
10267000,0.07058006681973794,0.09960852544584602,0.01259400822185253,0.00034841575295681547,2.166484716157205,2.0,3.4678988077214856,"GCA_000091045.1 Cryptococcus neoformans var. neoformans JEC21 strain=JEC21, ASM9104v1",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,7b1028bc46b0fcaa626a2a691e6ba918,0.5582318399304045,1832000,8,14840000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
1802000,0.012387774462761058,0.9983361064891847,0.012374025545488292,0.06246649384285546,395.3283333333333,329.0,364.814227423432,"GCA_005341425.1 Lactobacillus fermentum strain=B1 28, ASM534142v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,29be1cadee9f22f6da68f82cda6b223a,0.9994453688297282,1800000,9,13040000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
6841000,0.04702817153149189,0.26268089460605176,0.012353402169579145,0.062211656117777694,394.3728436282693,388.0,65.77609189754199,"GCA_006364795.1 Pseudomonas aeruginosa strain=FDAARGOS_610, ASM636479v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,c3ffb9dc69b98f11fa4657761daaed47,1.0,1797000,10,11243000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
8368000,0.057525469869247794,0.0911425605158188,0.011466597005485819,0.0002853866497512238,1.9490407673860912,1.0,2.8200069375507613,"GCA_000149245.3 Cryptococcus neoformans var. grubii H99 strain=H99, CNA3",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,de72fb4b698dc17dcb74717103c67efa,0.4572427736189279,1668000,11,9575000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
2810000,0.019317228768234503,0.35988620199146515,0.006956952140018974,0.0347712600983728,391.4021739130435,379.0,116.32359676881805,"GCA_005154485.1 Enterococcus faecalis strain=110, ASM515448v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,54d24bed7345e42236586a44e195b8d7,0.9992887624466572,1012000,12,8563000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
4690000,0.03224121100463338,0.1997867803837953,0.006441367742290294,0.049714775751141436,604.4066168623266,577.0,125.20592250311647,"GCA_006370475.1 Escherichia coli strain=FDAARGOS_608, ASM637047v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,358d43650b32f669c1ae869a78781461,1.0,937000,13,7626000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
10632000,0.07308924422201751,0.024191165607918452,0.004502770406830462,0.0009497379771327253,16.517557251908396,3.0,49.26825694221975,"GCA_001483345.1 Saccharomyces pastorianus strain=Hybrid yeast 7, ASM148334v1",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,ffb0ec85fb9f64cd8bd01a2cb5561349,0.39267247747082284,655000,14,6971000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
527000,0.0036228397013735167,0.09593555474185281,0.0036022163254643695,5.8552105624136036e-05,1.2729007633587786,1.0,0.6299993802851893,"GCA_007682135.1 Bacillus paranthracis strain=DE0088, ASM768213v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,ff17399d910434e37285bca22d832175,0.09648480410106189,524000,15,6447000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
10330000,0.07101315771383003,0.025110132158590308,0.0019592207113689796,0.0002687076391536438,10.740350877192983,2.0,35.219650912568696,"GCA_003270815.1 Saccharomyces cerevisiae strain=JT10.10, ASM327081v1",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,2ace0b660e617560624309b50f6c6332,0.9101321585903084,285000,16,6162000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
10448000,0.07182434383292316,0.012962157459765115,0.0010242943368209754,4.907140486340636e-05,3.751677852348993,2.0,12.129561227599012,"GCA_001739935.1 Saccharomyces cerevisiae strain=beer063, ASM173993v1",/group/ctbrowngrp/genbank/genbank-2020.07-fungi-k31.zip,b913a1debb2b766f09f61588f7341b95,0.908916920400174,149000,17,6013000,outputs.paper/abundtrim/SRR12324253.abundtrim.fq.gz,SRR12324253,9e18523b,145466000
